id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,67,JIWA,2019
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,268,JIWA,2019
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,243,JIWA,2019
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,855,JIWA,2019
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,851,JIWA,2019
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,73,JIWA,2019
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,85,JIWA,2019
307,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,333,JIWA,2019
308,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,278,JIWA,2019
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,401,JIWA,2019
310,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,385,JIWA,2019
311,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,2322,JIWA,2019
312,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,2102,JIWA,2019
313,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,81,JIWA,2019
314,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,54,JIWA,2019
315,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1222,JIWA,2019
316,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1151,JIWA,2019
317,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,1162,JIWA,2019
318,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,1038,JIWA,2019
319,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,518,JIWA,2019
320,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,502,JIWA,2019
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,357,JIWA,2019
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,301,JIWA,2019
323,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,27,JIWA,2019
324,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,35,JIWA,2019
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,639,JIWA,2020
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,657,JIWA,2020
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,265,JIWA,2020
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,296,JIWA,2020
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,337,JIWA,2020
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,347,JIWA,2020
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1174,JIWA,2020
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1129,JIWA,2020
333,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,354,JIWA,2020
334,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,297,JIWA,2020
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,121,JIWA,2020
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,58,JIWA,2020
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,715,JIWA,2020
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,742,JIWA,2020
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,170,JIWA,2020
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,192,JIWA,2020
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,456,JIWA,2020
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,424,JIWA,2020
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,614,JIWA,2020
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,539,JIWA,2020
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,326,JIWA,2020
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,381,JIWA,2020
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,115,JIWA,2020
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,99,JIWA,2020
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,171,JIWA,2020
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,112,JIWA,2020
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,267,JIWA,2020
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,267,JIWA,2020
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,735,JIWA,2020
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,594,JIWA,2020
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,171,JIWA,2020
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,146,JIWA,2020
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,506,JIWA,2020
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,462,JIWA,2020
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,97,JIWA,2020
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,99,JIWA,2020
361,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,149,JIWA,2020
362,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,92,JIWA,2020
363,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,348,JIWA,2020
364,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,303,JIWA,2020
365,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,2322,JIWA,2020
366,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,2102,JIWA,2020
367,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,83,JIWA,2020
368,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,88,JIWA,2020
369,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,936,JIWA,2020
370,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,710,JIWA,2020
371,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,670,JIWA,2020
372,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,606,JIWA,2020
373,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,211,JIWA,2020
374,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,222,JIWA,2020
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,691,JIWA,2020
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,718,JIWA,2020
377,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,69,JIWA,2020
378,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,77,JIWA,2020
